Seed,Spawn_Strategy,Initial_Drones_XY,Goal_X,Goal_Y,Optimal_Tick,Used_Tick,Map_Coverage_%,Spawn_Fail_Count,Backtrack_Count,Total_Spawned,Success
897884,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",21,20,3,4,11.62,9,1,35,True
897884,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",3,3,20,115,86.43,360,648,32,True
453556,1,"[(15, 15)]",20,27,55,56,16.02,0,0,25,True
453556,2,"[(7, 15), (23, 15)]",20,27,181,182,71.0,0,0,106,True
453556,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",20,27,9,10,8.69,0,0,13,True
453556,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",20,27,51,52,83.11,0,0,143,True
453556,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",20,27,1,2,5.66,1,0,32,True
453556,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",20,27,17,78,81.25,267,328,32,True
639021,1,"[(15, 15)]",10,9,69,70,14.16,0,0,20,True
639021,2,"[(7, 15), (23, 15)]",10,9,45,46,19.24,0,0,15,True
639021,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",10,9,5,6,5.66,0,0,16,True
639021,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",10,9,9,10,18.26,0,0,32,True
639021,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",10,9,17,22,54.79,54,81,45,True
639021,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",10,9,3,6,18.46,50,7,32,True
817282,1,"[(15, 15)]",31,20,307,308,96.58,0,0,99,True
817282,2,"[(7, 15), (23, 15)]",31,20,159,160,76.86,0,0,131,True
817282,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",31,20,125,126,96.58,0,0,157,True
817282,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",31,20,13,14,31.45,0,0,47,True
817282,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",31,20,19,96,89.75,227,412,61,True
817282,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",31,20,3,4,14.94,51,3,32,True
660803,1,"[(15, 15)]",5,8,205,206,59.96,0,0,59,True
660803,2,"[(7, 15), (23, 15)]",5,8,177,178,83.11,0,0,101,True
660803,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",5,8,19,20,18.75,0,0,21,True
660803,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",5,8,17,18,39.06,0,0,62,True
660803,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",5,8,5,6,16.99,10,0,36,True
660803,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",5,8,9,18,43.46,84,66,32,True
301963,1,"[(15, 15)]",23,14,129,130,44.43,0,0,46,True
301963,2,"[(7, 15), (23, 15)]",23,14,175,176,75.68,0,0,97,True
301963,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",23,14,77,78,87.3,0,0,115,True
301963,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",23,14,37,38,65.53,0,0,98,True
301963,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",23,14,9,10,28.22,17,12,49,True
301963,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",23,14,15,16,37.5,84,41,32,True
946096,1,"[(15, 15)]",6,19,185,186,55.57,0,0,63,True
946096,2,"[(7, 15), (23, 15)]",6,19,55,56,37.5,0,0,50,True
946096,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",6,19,35,36,37.89,0,0,51,True
946096,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",6,19,23,24,49.02,0,0,71,True
946096,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",6,19,17,18,47.17,41,26,42,True
946096,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",6,19,1,2,6.74,38,1,32,True
174100,1,"[(15, 15)]",23,30,163,164,66.02,0,0,68,True
174100,2,"[(7, 15), (23, 15)]",23,30,35,36,18.95,0,0,23,True
174100,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",23,30,19,20,27.05,0,0,46,True
174100,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",23,30,29,30,60.25,1,2,79,True
174100,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",23,30,29,30,62.11,76,81,65,True
174100,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",23,30,13,14,39.16,88,33,32,True
251177,1,"[(15, 15)]",17,20,123,124,32.62,0,0,29,True
251177,2,"[(7, 15), (23, 15)]",17,20,191,192,72.56,0,0,102,True
251177,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",17,20,159,160,72.56,0,0,177,True
251177,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",17,20,31,32,59.47,0,0,88,True
251177,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",17,20,13,16,43.65,44,21,40,True
251177,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",17,20,1,2,8.01,38,0,32,True
785245,1,"[(15, 15)]",20,10,98,99,35.55,0,0,38,True
785245,2,"[(7, 15), (23, 15)]",20,10,76,77,45.61,0,0,62,True
785245,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",20,10,10,11,13.48,0,0,29,True
785245,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",20,10,116,117,99.51,12,73,335,True
785245,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",20,10,22,33,69.92,82,88,48,True
785245,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",20,10,26,37,67.97,142,167,32,True
462575,1,"[(15, 15)]",18,3,111,112,40.23,0,0,44,True
462575,2,"[(7, 15), (23, 15)]",18,3,65,66,45.7,0,0,52,True
462575,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",18,3,29,30,42.97,0,0,57,True
462575,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",18,3,7,8,13.67,0,0,23,True
462575,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",18,3,1,2,5.27,0,0,31,True
462575,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",18,3,3,12,30.76,77,35,32,True
487638,1,"[(15, 15)]",10,3,53,54,22.56,0,0,29,True
487638,2,"[(7, 15), (23, 15)]",10,3,45,46,30.27,0,0,36,True
487638,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",10,3,51,52,53.81,0,0,63,True
487638,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",10,3,13,14,23.63,0,0,41,True
487638,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",10,3,11,12,34.28,20,12,48,True
487638,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",10,3,3,4,12.99,41,2,32,True
393216,1,"[(15, 15)]",7,15,254,255,85.64,0,0,98,True
393216,2,"[(7, 15), (23, 15)]",15,30,199,200,92.48,0,0,118,True
393216,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",7,15,74,75,67.19,0,0,93,True
393216,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",7,15,26,27,50.39,0,0,66,True
393216,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",7,15,10,11,30.86,29,19,36,True
393216,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",7,15,10,11,30.66,67,23,32,True
992037,1,"[(15, 15)]",2,27,107,108,48.63,0,0,53,True
992037,2,"[(7, 15), (23, 15)]",2,27,171,172,81.35,0,0,142,True
992037,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",2,27,31,32,39.55,0,0,59,True
992037,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",2,27,27,28,56.15,1,4,96,True
992037,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",2,27,17,78,87.3,191,336,47,True
992037,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",2,27,1,2,6.54,31,0,32,True
523192,1,"[(15, 15)]",20,28,220,221,62.01,0,0,68,True
523192,2,"[(7, 15), (23, 15)]",20,28,138,139,51.66,0,0,84,True
523192,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",20,28,24,25,23.34,0,0,32,True
523192,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",20,28,50,51,70.9,5,16,143,True
523192,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",20,28,34,49,79.2,112,183,68,True
523192,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",20,28,12,29,60.16,135,111,32,True
960464,1,"[(15, 15)]",27,9,94,95,24.51,0,0,25,True
960464,2,"[(7, 15), (23, 15)]",27,9,104,105,62.5,0,0,66,True
960464,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",27,9,74,75,76.76,0,0,89,True
960464,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",27,9,14,15,29.69,0,0,51,True
960464,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",27,9,30,31,67.77,68,114,55,True
960464,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",27,9,4,5,17.29,52,6,32,True
161591,1,"[(15, 15)]",21,17,68,69,27.34,0,0,36,True
161591,2,"[(7, 15), (23, 15)]",21,17,4,5,2.93,0,0,10,True
161591,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",21,17,54,55,56.25,0,0,76,True
161591,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",21,17,20,21,41.8,0,0,61,True
161591,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",21,17,40,51,83.69,132,212,51,True
161591,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",21,17,6,9,26.95,64,22,32,True
482526,1,"[(15, 15)]",22,28,54,55,20.7,0,0,22,True
482526,2,"[(7, 15), (23, 15)]",22,28,86,87,37.11,0,0,46,True
482526,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",22,28,68,69,76.95,0,0,91,True
482526,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",22,28,60,61,91.21,12,53,152,True
482526,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",22,28,44,45,85.84,105,143,52,True
482526,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",22,28,22,35,63.57,129,88,32,True
582602,1,"[(15, 15)]",28,11,303,304,82.81,0,0,86,True
582602,2,"[(7, 15), (23, 15)]",28,11,13,14,9.08,0,0,14,True
582602,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",28,11,35,36,38.38,0,0,53,True
582602,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",28,11,7,8,13.48,0,0,28,True
582602,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",28,11,1,2,5.96,1,0,33,True
582602,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",28,11,5,6,19.04,51,9,32,True
131225,1,"[(15, 15)]",7,28,301,302,90.82,0,0,96,True
131225,2,"[(7, 15), (23, 15)]",7,28,43,44,27.25,0,0,39,True
131225,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",7,28,27,28,39.84,0,0,56,True
131225,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",7,28,33,34,59.18,1,1,104,True
131225,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",7,28,11,12,33.01,34,17,45,True
131225,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",7,28,15,48,78.42,179,256,32,True
498767,1,"[(15, 15)]",14,8,52,53,24.8,0,0,31,True
498767,2,"[(7, 15), (23, 15)]",14,8,76,77,56.05,0,0,62,True
498767,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",14,8,42,43,39.55,0,0,47,True
498767,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",14,8,48,49,79.88,0,0,117,True
498767,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",14,8,20,21,54.2,42,51,48,True
498767,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",14,8,24,29,53.81,131,121,32,True
175110,1,"[(15, 15)]",19,27,388,389,88.18,0,0,89,True
175110,2,"[(7, 15), (23, 15)]",19,27,366,367,88.18,0,0,173,True
175110,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",19,27,26,27,33.3,0,0,48,True
175110,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",19,27,8,9,16.11,0,0,33,True
175110,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",21,28,5,6,17.58,15,4,36,True
175110,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",19,27,4,5,17.19,49,7,32,True
818079,1,"[(15, 15)]",17,1,104,105,55.66,0,0,53,True
818079,2,"[(7, 15), (23, 15)]",17,1,80,81,53.42,0,0,57,True
818079,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",17,1,30,31,35.06,0,0,38,True
818079,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",17,1,20,21,47.27,1,0,67,True
818079,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",17,1,4,5,14.36,13,1,36,True
818079,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",17,1,2,3,10.45,43,3,32,True
779149,1,"[(15, 15)]",21,9,312,313,89.75,0,0,116,True
779149,2,"[(7, 15), (23, 15)]",21,9,12,13,4.98,0,0,8,True
779149,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",21,9,10,11,11.23,0,0,27,True
779149,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",21,9,26,27,48.73,0,0,91,True
779149,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",21,9,22,23,51.37,62,66,45,True
779149,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",21,9,6,7,21.68,59,14,32,True
355413,1,"[(15, 15)]",6,18,72,73,24.51,0,0,27,True
355413,2,"[(7, 15), (23, 15)]",6,18,120,121,59.08,0,0,67,True
355413,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",6,18,28,29,28.71,0,0,30,True
355413,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",6,18,32,33,60.94,0,0,102,True
355413,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",6,18,20,25,58.59,78,80,50,True
355413,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",6,18,2,3,9.86,43,1,32,True
869240,1,"[(15, 15)]",29,11,270,271,89.26,0,0,96,True
869240,2,"[(7, 15), (23, 15)]",29,11,52,53,33.3,0,0,40,True
869240,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",29,11,54,55,63.48,0,0,93,True
869240,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",29,11,38,39,75.0,18,31,101,True
