Seed,Spawn_Strategy,Initial_Drones_XY,Goal_X,Goal_Y,Optimal_Tick,Used_Tick,Map_Coverage_%,Spawn_Fail_Count,Backtrack_Count,Total_Spawned,Success
214676,1,"[(15, 15)]",0,6,182,183,90.53,0,0,99,True
214676,2,"[(7, 15), (23, 15)]",0,6,126,127,93.65,0,0,106,True
214676,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",0,6,100,101,91.21,0,0,174,True
214676,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",0,6,46,47,79.0,4,0,117,True
214676,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",0,6,30,31,64.94,59,72,62,True
214676,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",0,6,10,11,29.2,75,31,32,True
125126,1,"[(15, 15)]",0,17,291,292,56.05,0,0,57,True
125126,2,"[(7, 15), (23, 15)]",0,17,15,16,8.5,0,0,18,True
125126,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",0,17,33,34,38.48,0,0,40,True
125126,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",0,17,17,18,32.52,0,0,47,True
125126,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",0,17,23,24,59.08,49,36,58,True
125126,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",0,17,25,26,58.5,115,83,32,True
833619,1,"[(15, 15)]",10,14,20,21,6.25,0,0,9,True
833619,2,"[(7, 15), (23, 15)]",10,14,6,7,3.03,0,0,7,True
833619,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",10,14,60,61,70.21,0,0,115,True
833619,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",10,14,56,69,84.96,59,103,147,True
833619,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",10,14,10,11,29.59,27,12,45,True
833619,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",10,14,40,77,76.27,213,453,32,True
337544,1,"[(15, 15)]",8,2,274,275,94.34,0,0,111,True
337544,2,"[(7, 15), (23, 15)]",8,2,338,339,94.34,0,0,205,True
337544,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",8,2,8,9,9.08,0,0,19,True
337544,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",8,2,18,19,40.04,0,0,65,True
337544,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",8,2,4,5,13.87,7,2,35,True
337544,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",8,2,2,3,9.47,44,6,32,True
767484,1,"[(15, 15)]",13,0,271,272,94.43,0,0,111,True
767484,2,"[(7, 15), (23, 15)]",13,0,95,96,44.53,0,0,49,True
767484,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",13,0,33,34,44.14,0,0,58,True
767484,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",13,0,27,28,56.25,0,0,85,True
767484,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",13,0,15,18,50.0,40,23,52,True
767484,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",13,0,15,16,40.14,79,45,32,True
511028,1,"[(15, 15)]",0,4,258,259,77.34,0,0,74,True
511028,2,"[(7, 15), (23, 15)]",0,4,226,227,97.07,0,0,149,True
511028,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",0,4,166,167,91.31,0,0,222,True
511028,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",0,4,14,15,31.54,0,0,41,True
511028,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",0,4,10,15,37.89,27,20,44,True
511028,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",0,4,20,25,50.59,107,109,32,True
657217,1,"[(15, 15)]",29,23,190,191,62.21,0,0,58,True
657217,2,"[(7, 15), (23, 15)]",29,23,22,23,13.18,0,0,19,True
657217,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",29,23,118,119,85.16,0,0,129,True
657217,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",29,23,72,73,80.76,6,11,175,True
657217,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",29,23,12,13,37.5,27,10,43,True
657217,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",29,23,16,17,46.19,80,42,32,True
211201,1,"[(15, 15)]",29,12,317,318,74.71,0,0,90,True
211201,2,"[(7, 15), (23, 15)]",29,12,215,216,74.71,0,0,168,True
211201,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",29,12,21,22,20.51,0,0,24,True
211201,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",29,12,17,18,35.45,0,0,55,True
211201,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",29,12,7,8,23.54,23,5,39,True
211201,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",29,12,5,10,26.56,68,26,32,True
572563,1,"[(15, 15)]",3,12,235,236,52.34,0,0,54,True
572563,2,"[(7, 15), (23, 15)]",3,12,37,38,21.48,0,0,21,True
572563,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",3,12,9,10,9.57,0,0,18,True
572563,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",3,12,15,16,29.69,0,0,45,True
572563,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",3,12,1,2,4.79,1,0,32,True
572563,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",3,12,3,8,22.17,56,8,32,True
700473,1,"[(15, 15)]",5,0,311,312,96.19,0,0,107,True
700473,2,"[(7, 15), (23, 15)]",5,0,335,336,96.19,0,0,205,True
700473,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",5,0,109,110,88.87,0,0,161,True
700473,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",5,0,101,126,96.19,123,451,243,True
700473,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",5,0,-1,16,42.68,39,31,44,True
700473,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",5,0,11,12,32.23,75,31,32,True
719494,1,"[(15, 15)]",20,4,316,317,84.86,0,0,91,True
719494,2,"[(7, 15), (23, 15)]",20,4,48,49,29.79,0,0,40,True
719494,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",20,4,22,23,26.27,0,0,32,True
719494,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",20,4,12,13,26.37,0,0,45,True
719494,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",20,4,8,9,26.46,20,12,47,True
719494,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",20,4,8,13,35.16,75,47,32,True
784981,1,"[(15, 15)]",30,13,121,122,40.82,0,0,50,True
784981,2,"[(7, 15), (23, 15)]",30,13,95,96,50.68,0,0,49,True
784981,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",30,13,21,22,25.2,0,0,36,True
784981,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",30,13,25,26,47.17,1,3,68,True
784981,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",30,13,13,14,40.33,33,27,39,True
784981,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",30,13,15,44,72.36,178,209,32,True
327428,1,"[(15, 15)]",12,10,72,73,15.33,0,0,22,True
327428,2,"[(7, 15), (23, 15)]",12,10,20,21,12.7,0,0,19,True
327428,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",12,10,8,9,7.71,0,0,13,True
327428,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",12,10,36,37,74.32,0,0,92,True
327428,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",12,10,16,17,42.29,49,38,44,True
327428,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",12,10,10,57,67.87,210,353,32,True
907954,1,"[(15, 15)]",4,31,239,240,89.84,0,0,98,True
907954,2,"[(7, 15), (23, 15)]",4,31,271,272,89.84,0,0,192,True
907954,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",4,31,21,22,24.22,0,0,35,True
907954,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",4,31,13,14,29.69,0,0,50,True
907954,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",4,31,9,12,34.77,32,12,35,True
907954,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",4,31,9,10,26.76,70,20,32,True
103424,1,"[(15, 15)]",9,11,254,255,82.62,0,0,80,True
103424,2,"[(7, 15), (23, 15)]",9,11,62,63,39.94,0,0,44,True
103424,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",9,11,54,55,72.95,0,0,85,True
103424,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",9,11,38,39,71.68,2,5,116,True
103424,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",9,11,6,7,20.21,13,2,38,True
103424,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",3,7,12,13,35.16,71,22,32,True
420588,1,"[(15, 15)]",14,7,309,310,68.55,0,0,80,True
420588,2,"[(7, 15), (23, 15)]",14,7,101,102,62.3,0,0,75,True
420588,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",14,7,19,20,21.58,0,0,31,True
420588,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",14,7,61,62,65.62,11,11,180,True
420588,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",14,7,9,44,75.88,112,217,63,True
420588,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",14,7,5,30,67.19,144,114,32,True
534920,1,"[(15, 15)]",14,19,101,102,25.1,0,0,21,True
534920,2,"[(7, 15), (23, 15)]",14,19,35,36,23.63,0,0,32,True
534920,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",14,19,49,50,61.04,0,0,80,True
534920,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",14,19,29,30,60.25,1,1,90,True
534920,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",14,19,21,22,53.32,61,68,47,True
534920,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",14,19,9,10,28.42,74,17,32,True
352496,1,"[(15, 15)]",20,1,215,216,57.71,0,0,54,True
352496,2,"[(7, 15), (23, 15)]",20,1,57,58,38.38,0,0,51,True
352496,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",20,1,43,44,42.87,0,0,42,True
352496,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",20,1,15,16,33.3,1,0,48,True
352496,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",20,1,15,16,43.26,42,39,48,True
352496,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",20,1,3,4,12.89,45,8,32,True
321238,1,"[(15, 15)]",3,29,226,227,75.68,0,0,86,True
321238,2,"[(7, 15), (23, 15)]",3,29,52,53,32.23,0,0,32,True
321238,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",3,29,84,85,85.74,0,0,118,True
321238,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",3,29,20,21,40.53,0,0,58,True
321238,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",3,29,16,17,45.61,33,16,52,True
321238,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",3,29,4,5,14.84,48,10,32,True
267825,1,"[(15, 15)]",6,14,102,103,34.28,0,0,39,True
267825,2,"[(7, 15), (23, 15)]",6,14,82,83,54.59,0,0,63,True
267825,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",6,14,34,35,40.82,0,0,48,True
267825,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",6,14,40,41,55.96,0,0,109,True
267825,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",6,14,20,23,55.37,52,42,39,True
267825,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",6,14,4,29,58.98,132,77,32,True
121825,1,"[(15, 15)]",17,21,146,147,43.85,0,0,53,True
121825,2,"[(7, 15), (23, 15)]",17,21,148,149,100.0,0,0,106,True
121825,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",17,21,94,95,76.46,0,0,107,True
121825,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",17,21,4,5,8.79,0,0,23,True
121825,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",17,21,52,133,94.34,298,864,66,True
121825,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",17,21,12,13,33.5,81,49,32,True
767403,1,"[(15, 15)]",7,1,262,263,86.23,0,0,87,True
767403,2,"[(7, 15), (23, 15)]",7,1,36,37,23.44,0,0,25,True
767403,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",7,1,34,35,40.04,0,0,49,True
767403,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",7,1,12,13,28.32,0,0,44,True
767403,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",7,1,6,7,19.53,22,6,34,True
767403,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",7,1,4,5,15.04,48,5,32,True
631172,1,"[(15, 15)]",22,30,198,199,63.77,0,0,68,True
631172,2,"[(7, 15), (23, 15)]",22,30,80,81,54.39,0,0,62,True
631172,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",22,30,16,17,19.24,0,0,31,True
631172,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",22,30,30,31,58.2,0,0,87,True
631172,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",22,30,12,19,48.63,58,48,48,True
631172,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",22,30,4,7,22.17,58,24,32,True
901101,1,"[(15, 15)]",15,7,20,21,2.93,0,0,7,True
901101,2,"[(7, 15), (23, 15)]",15,7,82,83,45.41,0,0,43,True
901101,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",15,7,56,57,59.47,0,0,73,True
901101,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",15,7,4,5,8.2,0,0,21,True
901101,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",15,7,20,29,59.77,60,96,46,True
901101,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",15,7,8,9,24.32,67,12,32,True
494485,1,"[(15, 15)]",20,25,59,60,23.54,0,0,29,True
494485,2,"[(7, 15), (23, 15)]",20,25,109,110,66.5,0,0,70,True
494485,4,"[(7, 7), (7, 23), (23, 7), (23, 23)]",20,25,9,10,10.25,0,0,22,True
494485,8,"[(3, 7), (3, 23), (11, 7), (11, 23), (19, 7), (19, 23), (27, 7), (27, 23)]",20,25,3,4,6.35,0,0,20,True
494485,16,"[(3, 3), (3, 11), (3, 19), (3, 27), (11, 3), (11, 11), (11, 19), (11, 27), (19, 3), (19, 11), (19, 19), (19, 27), (27, 3), (27, 11), (27, 19), (27, 27)]",20,25,3,4,11.82,11,1,35,True
494485,32,"[(1, 3), (1, 11), (1, 19), (1, 27), (5, 3), (5, 11), (5, 19), (5, 27), (9, 3), (9, 11), (9, 19), (9, 27), (13, 3), (13, 11), (13, 19), (13, 27), (17, 3), (17, 11), (17, 19), (17, 27), (21, 3), (21, 11), (21, 19), (21, 27), (25, 3), (25, 11), (25, 19), (25, 27), (29, 3), (29, 11), (29, 19), (29, 27)]",20,25,3,4,13.38,42,5,32,True
910188,1,"[(15, 15)]",15,11,10,11,3.81,0,0,6,True
910188,2,"[(7, 15), (23, 15)]",15,11,64,65,33.98,0,0,38,True
